company_name,experience_required,job_description,job_description_url,job_title,key_skills,location,posted_by,posted_on,salary
HueCanvas Consulting,2-5 yrs,,https://www.naukri.com/job-listings-MIS-Executive-Retail-Industry-North-Delhi-HueCanvas-Consulting-Delhi-NCR-Delhi-Noida-2-to-5-years-230718005899?src=jobsearchDesk&sid=15390171202043&xp=30&px=6,MIS Executive - Retail Industry - North Delhi,"business analysis, project management, analytical skills, data analysis...","Delhi NCR, Delhi, Noida",Huecanvas,2018-09-14,Not disclosed
Ushema Mansystem Private limited,3-8 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Sr-Officer-Asstt-Mgr-Level-Ushema-Mansystem-Private-limited-Delhi-NCR-Mumbai-Amritsar-3-to-8-years-090918002068?src=jobsearchDesk&sid=15390171202043&xp=31&px=6,Business Analyst ( Sr. Officer/ Asstt. Mgr Level),"Business Analysis, Data Analysis, Data Collection, Sales Coordination...","Delhi NCR, Mumbai, Amritsar",Giriraj,2018-09-09,Not disclosed
Perfect Resource,6-10 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Perfect-Resource-Delhi-AD-Block-Pitampura-6-to-10-years-040918002376?src=jobsearchDesk&sid=15390171202043&xp=32&px=6,Business Analyst,"management reporting, forecasting, Data Analysis, Business Analysis...",Delhi(AD Block Pitampura),indu sharma,2018-09-18,"6,00,000 - 7,00,000 P.A."
RMS Risk Mangement Solutions India Pvt Ltd,2-7 yrs,Education: Graduation /Post Graduation in Science/ Commerce/ Statistics from good institutes with ...,https://www.naukri.com/job-listings-Analyst-CAT-Modelling-RMS-Risk-Mangement-Solutions-India-Pvt-Ltd-Noida-2-to-7-years-120918000694?src=jobsearchDesk&sid=15390171202043&xp=33&px=6,Analyst - CAT Modelling,"sql, excel, risk management, model development, data manipulation...",Noida,Akshit Bajaj,2018-09-12,Not disclosed
RMS Risk Mangement Solutions India Pvt Ltd,2-7 yrs,"Preferred: Good Database and data manipulation skills - working knowledge of Excel, Access, and SQL; VBA ...",https://www.naukri.com/job-listings-Risk-Analyst-CAT-Modelling-RMS-Risk-Mangement-Solutions-India-Pvt-Ltd-Noida-2-to-7-years-120918000480?src=jobsearchDesk&sid=15390171202043&xp=34&px=6,Risk Analyst - CAT Modelling,"sql, excel, risk management, model development, data manipulation...",Noida,Akshit Bajaj,2018-09-12,Not disclosed
RMS Risk Mangement Solutions India Pvt Ltd,4-7 yrs,"4-7 years relevant experience in risk analytics for P&C insurance, reinsurance, or insurance linked ...",https://www.naukri.com/job-listings-Senior-Risk-Analyst-CAT-Modelling-RMS-Risk-Mangement-Solutions-India-Pvt-Ltd-Noida-4-to-7-years-120918000398?src=jobsearchDesk&sid=15390171202043&xp=35&px=6,Senior Risk Analyst - CAT Modelling,"risk management, data analytics, risk analytics, business analytics...",Noida,Akshit Bajaj,2018-09-13,Not disclosed
Salve Pharmaceuticals Pvt. Ltd.,1-6 yrs,,https://www.naukri.com/job-listings-MIS-Executive-Salve-Pharmaceuticals-Pvt-Ltd-Delhi-1-to-6-years-050818600070?src=jobsearchDesk&sid=15390171202043&xp=36&px=6,MIS Executive,"HLOOKUP, VLOOKUP, Advanced Excel, MIS Reporting, Macros, Data Analysis...",Delhi,Ms Tina,2018-08-10,Not disclosed
RUPEEREDEE (MONEYMITRA IT SOLUTIONS PVT LTD),5-8 yrs,"Experience of managing financial risk in a Bank, Fintech company/overseeing loans portfolio can be a ...",https://www.naukri.com/job-listings-Urgent-Opening-Risk-Analyst-Gurgaon-RUPEEREDEE-MONEYMITRA-IT-SOLUTIONS-PVT-LTD-Gurgaon-5-to-8-years-200818007282?src=jobsearchDesk&sid=15390171202043&xp=37&px=6,Urgent Opening- Risk Analyst- Gurgaon,"sql, risk management, financial risk, risk analysis, data analytics, sas...",Gurgaon,Amrita Dandona,2018-08-21,Not disclosed
Right Step Consulting,2-3 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Business-Analyst-Right-Step-Consulting-Gurgaon-2-to-3-years-300617501344?src=jobsearchDesk&sid=15390171202043&xp=38&px=6,Data Analyst / Business Analyst,"Data Analyst, MS Office, SQL, Software services, Data management...",Gurgaon,,2018-08-10,Not disclosed
Sourcing Valley,0-1 yrs,,https://www.naukri.com/job-listings-Opening-in-Non-Voice-Backoffice-Data-Analyst-In-Cognizant-IT-Company-Sourcing-Valley-Delhi-NCR-Noida-Ghaziabad-0-to-1-years-200618600562?src=jobsearchDesk&sid=15390171202043&xp=39&px=6,"Opening in Non Voice,Backoffice Data Analyst  In Cognizant IT Company","Back Office, back office executive, Non Voice, Non Voice Process, Finance...","Delhi NCR, Noida, Ghaziabad",Mrinal,2018-08-10,"50,000 - 2,50,000 P.A."
Sneh Consultancy Services,0-3 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Sneh-Consultancy-Services-Delhi-Kolkata-0-to-3-years-181217500215?src=jobsearchDesk&sid=15390171202043&xp=40&px=6,Data Analyst,"SQL, Javascript, XML, Business Objects, SAS, Database design, Data mining...","Delhi, Kolkata",,2018-08-10,Not disclosed
Right Step Consulting,2-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Right-Step-Consulting-Gurgaon-Delhi-2-to-5-years-110417501439?src=jobsearchDesk&sid=15390171202043&xp=41&px=6,Data Analyst,"Real estate, Data Analyst, Market research, Retail sales, Forecasting, Data...","Gurgaon, Delhi",,2018-08-10,Not disclosed
Right Step Consulting,0-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Right-Step-Consulting-Gurgaon-Delhi-0-to-5-years-110417500945?src=jobsearchDesk&sid=15390171202043&xp=42&px=6,Data Analyst,"Data Analyst, SQL, PHP, CRM, ERP, Python, Open source, Data analysis...","Gurgaon, Delhi",,2018-08-10,Not disclosed
itForte Staffing Services Private Ltd.,3-7 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Scientist-itForte-Staffing-Services-Private-Ltd-Gurgaon-3-to-7-years-090418500985?src=jobsearchDesk&sid=15390171202043&xp=43&px=6,Data Analyst/Scientist,"Data Analyst, Consulting, SQL, Data mining, Machine learning, Algorithms...",Gurgaon,,2018-08-10,Not disclosed
Sourcing Valley,0-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Profile-In-NonVoice-Fixed-Uk-Sat-Sun-OFF-Salary-32k-Sourcing-Valley-Delhi-NCR-Delhi-Gurgaon-0-to-5-years-030718600166?src=jobsearchDesk&sid=15390171202043&xp=44&px=6,Data Analyst Profile In NonVoice Fixed Uk Sat-Sun OFF Salary-32k,"non voice process, data analysis, financial analyst, international bpo...","Delhi NCR, Delhi, Gurgaon",Mrinal,2018-08-10,"50,000 - 3,00,000 P.A."
HuQuo Consulting Pvt. Ltd.,1-5 yrs,1-5 years of total experience of Data Analytics / Data Insights Generation;Experience in credit card / ...,https://www.naukri.com/job-listings-Business-Analyst-Banking-retail-Analytics-HuQuo-Consulting-Pvt-Ltd-Delhi-NCR-Bengaluru-Gurgaon-1-to-5-years-280818000402?src=jobsearchDesk&sid=15390171202043&xp=45&px=6,Business Analyst - Banking/retail Analytics,"Retail Analytics, Business Analysis, Excel, SAS, Data Analytics, VBA...","Delhi NCR, Bengaluru, Gurgaon",Manoj,2018-08-28,Not disclosed
GlobalLogic Technologies Limited,1-2 yrs,Education :   Graduate (In Any discipline ...,https://www.naukri.com/job-listings-Analyst-Travel-Hospitality-Domain-GlobalLogic-Technologies-Limited-Gurgaon-1-to-2-years-190918006139?src=jobsearchDesk&sid=15390171202043&xp=46&px=6,Analyst _ Travel & Hospitality Domain,"graduates, Travel domain, tourism domain, hospitality domain",Gurgaon,Priyank Dixit,2018-10-03,Not disclosed
India Infoline Limited,2-7 yrs,Good knowledge on advance excel; Candidates having experience in Legal MIS would be preferred ...,https://www.naukri.com/job-listings-Mega-Walk-In-MIS-Legal-8th-Oct-18-India-Infoline-Limited-Delhi-NCR-Delhi-Gurgaon-2-to-7-years-051018006523?src=jobsearchDesk&sid=15390171202043&xp=47&px=6,Mega Walk In | MIS- Legal | 8th Oct,"mis, advanced excel, stakeholder management, macros, pivot, excel, hlookup,...","Delhi NCR, Delhi, Gurgaon",Jasleen Kaur,2018-10-05,"3,00,000 - 8,00,000 P.A."
EXL Services.com ( I ) Pvt. Ltd.,2-7 yrs,,https://www.naukri.com/job-listings-EXL-Opportunity-General-Analytics-EXL-Services-com-I-Pvt-Ltd-Gurgaon-2-to-7-years-051018003980?src=jobsearchDesk&sid=15390171202043&xp=48&px=6,EXL : Job Opportunity : General Analytics,"Analytics, sas, R, Python, Statistical Modeling, Predictive Modeling",Gurgaon,Samaksh Gupta,2018-10-05,"3,50,000 - 8,50,000 P.A."
Workoid Consultants,2-7 yrs,Exp : 2+ years of experience in similar role with a focus on managing large teams;Other Skills : ...,https://www.naukri.com/job-listings-DM-Analytics-Workoid-Consultants-Gurgaon-2-to-7-years-041018900595?src=jobsearchDesk&sid=15390171202043&xp=49&px=6,DMÂ  - Analytics,"VBA, Sql, Advanced Excel, MS Office, MIS Reporting, Analytics...",Gurgaon,Ruchika Bhardwaj,2018-10-04,"8,00,000 - 10,00,000 P.A. Incl Variable,transport provided"
TransOrg Analytics,1-4 yrs,- Should be able to handle assigned tasks in the capacity of an individual contributor;- Experience with ...,https://www.naukri.com/job-listings-Data-Scientist-TransOrg-Analytics-Gurgaon-1-to-4-years-031018900242?src=jobsearchDesk&sid=15390171202043&xp=50&px=6,Data Scientist,"R, Predictive Modeling, Logistic Regression, Predictive Analytics...",Gurgaon,Swati Verma,2018-10-04,Not disclosed
,,,,,,,,,
Multisoft Systems Technology Consultancy Pvt Ltd,2-7 yrs,Capture a 360 degree view of member experience by consolidating disparate data sets;Proficient in ...,https://www.naukri.com/job-listings-Python-Data-Engineer-Scientist-Multisoft-Systems-Technology-Consultancy-Pvt-Ltd-Noida-2-to-7-years-031018006378?src=jobsearchDesk&sid=15390171217928&xp=1&px=7,Python Data Engineer / Scientist,"java, python, c++, hadoop, mongodb, languages, programming, big data...",Noida,Zeeshan,2018-10-03,"2,50,000 - 7,50,000 P.A."
Nacre Outsourcing,5-10 yrs,- Proven working experience as a data analyst or business data analyst;- Knowledge of statistics and ...,https://www.naukri.com/job-listings-SAS-Model-Developer-Analytics-Consulting-Firm-Nacre-Outsourcing-Gurgaon-Noida-5-to-10-years-011018900899?src=jobsearchDesk&sid=15390171217928&xp=2&px=7,SAS Model Developer - Analytics Consulting Firm,"Excel, SQL, Data Analysis, Segmentation, SAS, Data Mining, SPSS...","Gurgaon, Noida",HR,2018-10-03,Not disclosed
ANRI SOLUTIONS HR SERVICES PVT LTD,1-5 yrs,B.Tech/ BE from good engineering college;1-5 years of experience in  analytics & reporting ...,https://www.naukri.com/job-listings-Analyst-Sr-Analyst-Analytics-and-Reporting-ANRI-SOLUTIONS-HR-SERVICES-PVT-LTD-Gurgaon-1-to-5-years-121217003469?src=jobsearchDesk&sid=15390171217928&xp=3&px=7,Analyst & Sr. Analyst - Analytics and Reporting,"sql, data extraction, advanced excel, vba, visual basic, data mining...",Gurgaon,HR,2018-09-25,Not disclosed
CHANGE LEADERS CONSULTING,1-3 yrs,,https://www.naukri.com/job-listings-Data-Science-Analyst-CHANGE-LEADERS-CONSULTING-Gurgaon-1-to-3-years-040918009086?src=jobsearchDesk&sid=15390171217928&xp=4&px=7,Data Science Analyst,"data science, analytics, sas, r, python, tableau, dashboards...",Gurgaon,HR,2018-09-22,"8,00,000 - 10,00,000 P.A."
Accenture,2-5 yrs,"In-depth exposure of ETL,  SQL,  Statistical analytics,  Correlation,  Data Mining and predictive ...",https://www.naukri.com/job-listings-Application-Developer-Accenture-Gurgaon-2-to-5-years-280918900449?src=jobsearchDesk&sid=15390171217928&xp=5&px=7,Application Developer,"Python, Business intelligence, Information security, Data analysis...",Gurgaon,HR,2018-09-28,Not disclosed
Huquo,1-4 yrs,- Should have either experience on Tableau or D3 to interpret and present the data to client;- Hands on ...,https://www.naukri.com/job-listings-Big-Data-Consultant-Hadoop-hive-python-Huquo-Delhi-NCR-Gurgaon-1-to-4-years-280918005755?src=jobsearchDesk&sid=15390171217928&xp=6&px=7,Big Data Consultant - Hadoop/hive/python,"Big Data Consultant, Hadoop, Hive, Python, SAS, R, SQL, Tableau","Delhi NCR, Gurgaon",Janardhan,2018-09-28,Not disclosed
Protiviti,3-4 yrs,"- Working jointly with our solution architects and business consultants, the Senior Consultant will be ...",https://www.naukri.com/job-listings-Consultant-Data-Analytics-Machine-Learning-Protiviti-Bengaluru-Delhi-NCR-3-to-4-years-260918900098?src=jobsearchDesk&sid=15390171217928&xp=7&px=7,Consultant - Data Analytics - Machine Learning,"SQL, Business Intelligence, Data Analytics, R, Data Warehousing...","Bengaluru, Delhi NCR",HR,2018-09-28,Not disclosed
Valorega Research and Analytics LLP,0-2 yrs,We are looking for a passionate office executive who must successfully take ownership and accountability ...,https://www.naukri.com/job-listings-Office-Executive-Valorega-Research-and-Analytics-LLP-Greater-Noida-0-to-2-years-260918008321?src=jobsearchDesk&sid=15390171217928&xp=8&px=7,Office Executive,"mba, email marketing, finance, mcom, secondary research, ms office, english...",Greater Noida,Rakhi Sharma,2018-09-26,"1,75,000 - 2,50,000 P.A."
Plural Shared Services Private Limited,0-2 yrs,Experience:  Fresher /(0-2 year);Good Communication and Presentation Skills;Good working ...,https://www.naukri.com/job-listings-MBA-B-com-grad-0-2-Yr-MIS-Data-Reconciliation-MNC-Outsourcing-Plural-Shared-Services-Private-Limited-Gurgaon-0-to-2-years-260918006826?src=jobsearchDesk&sid=15390171217928&xp=9&px=7,MBA/ B.com/grad.|0-2 Yr - MIS| Data Reconciliation| MNC - Outsourcing,"mba/ b.com, Data Analyst, Data Analysis, Fresher Graduate, Reconciliation...",Gurgaon,Deepali Srivastava,2018-09-26,"1,75,000 - 3,00,000 P.A."
Crowdsource Technologies Pvt Ltd,2-4 yrs,Job Description:  - Work with the team to build and support thesqua.re and all its affiliated ...,https://www.naukri.com/job-listings-Product-Manager-Crowdsource-Technologies-Pvt-Ltd-Delhi-2-to-4-years-260918005109?src=jobsearchDesk&sid=15390171217928&xp=10&px=7,Product Manager,"product management, product roadmap, Data Analyst, Data Analytics...",Delhi,Swati Rajput,2018-09-26,"8,00,000 - 9,50,000 P.A."
OG SKILLS INDIA PVT LTD,1-4 yrs,,https://www.naukri.com/job-listings-Excellent-Opening-for-Growth-Manager-Delhi-Location-OG-SKILLS-INDIA-PVT-LTD-Delhi-NCR-Delhi-1-to-4-years-250918009945?src=jobsearchDesk&sid=15390171217928&xp=11&px=7,Excellent Opening for Growth Manager - Delhi Location,"area growth manager, area growth assistant manager, Data Analytics...","Delhi NCR, Delhi",Karthik,2018-09-25,"2,00,000 - 5,00,000 P.A."
Rinalytics Advisors,5-10 yrs,- Experience in machine learning/ deep learning/ text mining / computer vision is ...,https://www.naukri.com/job-listings-Machine-Learning-Researcher-KPO-Rinalytics-Advisors-Delhi-NCR-Bengaluru-Hyderabad-5-to-10-years-240918901532?src=jobsearchDesk&sid=15390171217928&xp=12&px=7,Machine Learning Researcher - KPO,"deep learning, machine learning, text mining, computer vision, analytics...","Delhi NCR, Bengaluru, Hyderabad",Ambika,2018-09-25,Not disclosed
College Dunia Web Pvt. Ltd,0-2 yrs,"We help in college research, exam prep tips, application process & also provide insights on campus ...",https://www.naukri.com/job-listings-QA-Engineer-College-Dunia-Web-Pvt-Ltd-Delhi-NCR-Netaji-Subhash-Place-0-to-2-years-240918001836?src=jobsearchDesk&sid=15390171217928&xp=13&px=7,QA Engineer,"Appium, Automation Testing, Selenium, JMeter, Regression Testing, MySQL...",Delhi NCR(Netaji Subhash Place),Tripti Sharma,2018-09-24,"2,00,000 - 4,00,000 P.A."
Kamdhenu Laminators Pvt Ltd.(DNS Group),0-1 yrs,"A Person Who is looking for long  term carrier growth,Stability and have good Communication ,Writing ...",https://www.naukri.com/job-listings-Office-Clerk-Kamdhenu-Laminators-Pvt-Ltd-DNS-Group-Delhi-Sonepat-0-to-1-years-271217000866?src=jobsearchDesk&sid=15390171217928&xp=14&px=7,Office Clerk,"Data Entry Operator, Data Analyst, Computer Data Entry Operator...","Delhi, Sonepat",HR,2018-09-11,Not disclosed
Bussan Auto Finance India Pvt. Ltd,7-10 yrs,Manager- Data Analyst :     - Responsible for maintaining the Collection ...,https://www.naukri.com/job-listings-Manager-Bussan-Auto-Finance-India-Pvt-Ltd-Delhi-Jhandewalan-7-to-10-years-260718004053?src=jobsearchDesk&sid=15390171217928&xp=15&px=7,Manager,"collection analyst, sr. collection analyst, collection analysis, collection...",Delhi(Jhandewalan),Deepak Kumar,2018-09-12,"7,00,000 - 11,00,000 P.A."
HuQuo,1-4 yrs,Should have either experience on Tableau or D3 to interpret and present the data to client;Hands on ...,https://www.naukri.com/job-listings-Big-Data-Consultant-Python-r-Java-Hadoop-hive-HuQuo-Delhi-NCR-Gurgaon-1-to-4-years-210918900956?src=jobsearchDesk&sid=15390171217928&xp=16&px=7,Big Data Consultant - Python/r/ Java/ Hadoop/hive+,"sql, hadoop, java, c++, python, big data, statistical analysis, programming...","Delhi NCR, Gurgaon",Ranjeet Singh,2018-09-24,Not disclosed
Silverpeople,3-6 yrs,"- Experience selling subscription based licenses, retaining and upselling to ...",https://www.naukri.com/job-listings-Enterprise-Sales-Manager-Online-Learning-Platform-Silverpeople-Delhi-3-to-6-years-200918901058?src=jobsearchDesk&sid=15390171217928&xp=17&px=7,Enterprise Sales Manager - Online Learning Platform,"Enterprise Sales, Business Development, Marketing, Sales Management...",Delhi,HR,2018-09-20,Not disclosed
Colangels India Pvt. Ltd,4-7 yrs,- Strong command over at least 2 languages (JAVA/Python preferred);- NLP - should be fluent with tools ...,https://www.naukri.com/job-listings-NLP-Engineer-Data-Mining-Colangels-India-Pvt-Ltd-Delhi-4-to-7-years-200918900470?src=jobsearchDesk&sid=15390171217928&xp=18&px=7,NLP Engineer - Data Mining,"Deep Learning, Python, NLP, Java, Neural Networks, Data Mining...",Delhi,HR,2018-09-21,Not disclosed
gNxt Systems,5-10 yrs,"- MS in Statistics, Machine Learning, or Predictive Analytics from a Tier 1 ...",https://www.naukri.com/job-listings-Senior-Data-Scientist-Iisc-isi-iit-gNxt-Systems-Delhi-NCR-Noida-5-to-10-years-190918900312?src=jobsearchDesk&sid=15390171217928&xp=19&px=7,Senior Data Scientist - Iisc/isi/iit,"machine learning, data science, python, predictive analytics, sql...","Delhi NCR, Noida",HR,2018-09-19,Not disclosed
Gartner India Research & Advisory Services Pvt Ltd,2-3 yrs,,https://www.naukri.com/job-listings-Specialist-Master-Data-Management-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Gurgaon-2-to-3-years-170918900621?src=jobsearchDesk&sid=15390171217928&xp=20&px=7,"Specialist, Master Data Management","Data Quality, Master Data Management, MDM, Quality Standards, Data Analyst,...",Gurgaon,HR,2018-09-17,Not disclosed
Gartner India Research & Advisory Services Pvt Ltd,2-3 yrs,,https://www.naukri.com/job-listings-Specialist-Master-Data-Management-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Gurgaon-2-to-3-years-170918900620?src=jobsearchDesk&sid=15390171217928&xp=21&px=7,Specialist Master Data Management,"Data Quality, Master Data Management, MDM, Quality Standards...",Gurgaon,HR,2018-09-17,Not disclosed
Gartner India Research & Advisory Services Pvt Ltd,2-3 yrs,,https://www.naukri.com/job-listings-Researcher-Client-Engagement-Plans-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Gurgaon-2-to-3-years-170918900619?src=jobsearchDesk&sid=15390171217928&xp=22&px=7,Researcher - Client Engagement Plans,"Data Analytics, Client Engagement, Client Servicing, Data Analyst...",Gurgaon,HR,2018-09-17,Not disclosed
Bharat Insecticides Limited,3-8 yrs,Job Responsibilities:      To generate MIS related to sales and price ...,https://www.naukri.com/job-listings-Business-Analyst-to-VP-Sales-Bharat-Insecticides-Limited-Delhi-3-to-8-years-160718001875?src=jobsearchDesk&sid=15390171217928&xp=23&px=7,Business Analyst to VP ( Sales ),"executive assistant, executive assistant to vice president...",Delhi,Gunjan Sharma,2018-09-12,Not disclosed
HuQuo,3-4 yrs,- Should have either experience on Tableau or D3 to interpret and present the data to client;- Hands on ...,https://www.naukri.com/job-listings-Senior-Consultant-Hadoop-hive-IIT-DSE-ISI-JNU-HuQuo-Delhi-NCR-Gurgaon-3-to-4-years-140918900555?src=jobsearchDesk&sid=15390171217928&xp=24&px=7,Senior Consultant - Hadoop/hive - IIT/ DSE / ISI/ JNU,"SQL, C++, Java, Python, Hadoop, Statistical Analysis, Big Data, Hive...","Delhi NCR, Gurgaon",Ranjeet Singh,2018-09-17,Not disclosed
Colangels India Pvt. Ltd,2-6 yrs,"- Hands on experience in advance machine learning techniques/problems - Regression, forecasting, ...",https://www.naukri.com/job-listings-Data-Scientist-Analytics-Machine-Learning-r-python-Startup-Colangels-India-Pvt-Ltd-Gurgaon-Gurugram-2-to-6-years-140918900197?src=jobsearchDesk&sid=15390171217928&xp=25&px=7,Data Scientist & Analytics - Machine Learning/r/python - Startup,"Product Marketing, Machine Learning, Python, R, Marketing Operations...","Gurgaon, Gurugram",HR,2018-09-17,Not disclosed
HuQuo,1-4 yrs,- Should have either experience on Tableau or D3 to interpret and present the data to client;- Hands on ...,https://www.naukri.com/job-listings-Big-Data-Consultant-Hadoop-hive-python-HuQuo-Delhi-NCR-Gurgaon-1-to-4-years-140918900185?src=jobsearchDesk&sid=15390171217928&xp=26&px=7,Big Data Consultant - Hadoop/hive/python,"Big Data Consultant, Hadoop, Hive, Python, Programming, R, Java, C++, SAS...","Delhi NCR, Gurgaon",Janardhan,2018-09-17,Not disclosed
TAFE Motors & Tractors Ltd,1-5 yrs,"Interacting with entire sales force(RM, AM, AI) to collect Regional data for Tractor business ...",https://www.naukri.com/job-listings-DATA-MIS-Manager-TAFE-Motors-Tractors-Ltd-Delhi-NCR-1-to-5-years-140918002864?src=jobsearchDesk&sid=15390171217928&xp=27&px=7,DATA & MIS Manager,"tractor sales, data analyst, data management, mis, mis reporting...",Delhi NCR,Murali,2018-09-14,"3,00,000 - 8,00,000 P.A."
Globallogic India Ltd,2-3 yrs,,https://www.naukri.com/job-listings-Indic-Language-Expert-Globallogic-India-Ltd-Gurgaon-2-to-3-years-130918901712?src=jobsearchDesk&sid=15390171217928&xp=28&px=7,Indic Language Expert- Gujarati,"online research, quality assurance, data analyst, quality data",Gurgaon,HR,2018-09-13,Not disclosed
ThoughtFocus Information Technologies Pvt Limited,8-10 yrs,,https://www.naukri.com/job-listings-Team-Lead-ThoughtFocus-Information-Technologies-Pvt-Limited-Gurgaon-8-to-10-years-110918901143?src=jobsearchDesk&sid=15390171217928&xp=29&px=7,Team Lead,"data governance, data quality, data analysis, operations...",Gurgaon,HR,2018-09-11,Not disclosed
JobsLo Consultants,1-3 yrs,- Strong experience with  Python;Deep learning experience with  Mathematics  and ...,https://www.naukri.com/job-listings-Deep-Learning-Engineer-Computer-Vision-JobsLo-Consultants-Bengaluru-Delhi-1-to-3-years-110918008544?src=jobsearchDesk&sid=15390171217928&xp=30&px=7,Deep Learning Engineer - Computer Vision,"Deep Learning, Machine Learning, Computer Vision, Python, Algorithms...","Bengaluru, Delhi",Pushpendra Singh,2018-09-13,"10,00,000 - 15,00,000 P.A."
NIIT Ltd.,1-6 yrs,,https://www.naukri.com/job-listings-Walkin-Drive-mis-Gurgaon-12-sep-14-Sep-NIIT-Ltd-Gurgaon-1-to-6-years-110918004167?src=jobsearchDesk&sid=15390171217928&xp=31&px=7,Walkin Drive-mis Gurgaon(12-sep-14 Sep),"mis, MIS executive, MIS Analyst, Data Analyst, Operations, V - look up, H -...",Gurgaon,Shalini,2018-09-11,"80,000 - 2,00,000 P.A."
HCL Technologies Limited,0-0 yrs,,https://www.naukri.com/job-listings-HCL-Hiring-Science-Graduate-Freshers-for-a-Back-Office-Profile-HCL-Technologies-Limited-Noida-Sector-60-Noida-0-to-0-years-110818003359?src=jobsearchDesk&sid=15390171217928&xp=32&px=7,HCL Hiring Science Graduate Freshers for a Back Office Profile,"Mathematics, Physics, Chemistry, Fast Track, Client Support, Back Office",Noida(Sector-60 Noida),Priyanka Bisht,2018-09-17,"1,50,000 - 2,25,000 P.A."
Cargill Business Services India Private Limited,5-10 yrs,"5+ years practical experience with SAS, ETL, data processing and data analytics;5- 10 Years of ...",https://www.naukri.com/job-listings-Manager-Data-Analytics-Cargill-Business-Services-India-Private-Limited-Gurgaon-5-to-10-years-100918900400?src=jobsearchDesk&sid=15390171217928&xp=33&px=7,Manager - Data & Analytics,"data analytics, data analysis, training needs, business generation, sas...",Gurgaon,HR,2018-09-11,Not disclosed
Incedo Technology Solutions Ltd.,6-7 yrs,,https://www.naukri.com/job-listings-Technical-Lead-Incedo-Technology-Solutions-Ltd-Gurgaon-6-to-7-years-080918900318?src=jobsearchDesk&sid=15390171217928&xp=34&px=7,Technical Lead,"IMS Sales Data, Excel, SQL, trading, Data Analyst, SQL queries",Gurgaon,Jyoti Kishan,2018-09-10,Not disclosed
Okaya Power Pvt Ltd,3-5 yrs,Urgent opening for Okaya Power Group. Location :- Peeragarhi (Delhi)   No. of Vacancy : 2 ...,https://www.naukri.com/job-listings-Executive-Assistant-to-Director-Okaya-Power-Pvt-Ltd-Delhi-Peeragarhi-3-to-5-years-080918003906?src=jobsearchDesk&sid=15390171217928&xp=35&px=7,Executive Assistant to Director,"Business Analysis, Project Management, Data Analysis...",Delhi(Peeragarhi),Henika Chouhan(011-47451531),2018-09-12,"8,00,000 - 11,00,000 P.A."
Spectral Consultants,2-6 yrs,- 2-6 year experience in the field of Cat modeling;- Good written and verbal communications skills ...,https://www.naukri.com/job-listings-Senior-Analyst-Catastrophe-Modeling-Spectral-Consultants-Gurgaon-2-to-6-years-310818001937?src=jobsearchDesk&sid=15390171217928&xp=36&px=7,Senior Analyst - Catastrophe Modeling,Risk Assessment,Gurgaon,Shweta Aggawal,2018-09-05,Not disclosed
HR SYNERGY,8-11 yrs,- Flexible to work in different time zones and travel as required;- Proficient in using statistical ...,https://www.naukri.com/job-listings-Assistant-Manager-Data-Analytics-Big4-HR-SYNERGY-Gurgaon-Kerala-8-to-11-years-290818901989?src=jobsearchDesk&sid=15390171217928&xp=37&px=7,Assistant Manager - Data Analytics - Big4,"SQL, Excel, Javascript, XML, SAS, SPSS, Data Analytics, People Skills...","Gurgaon, Kerala",HR,2018-08-30,Not disclosed
HuQuo,5-8 yrs,"- Strong experience in Data Mapping, Data Reporting;- Should have experience in Banking domain ...",https://www.naukri.com/job-listings-Manager-Data-Expert-Banking-Domain-Analytics-Firm-HuQuo-Delhi-NCR-Gurgaon-5-to-8-years-230818900211?src=jobsearchDesk&sid=15390171217928&xp=38&px=7,Manager - Data Expert - Banking Domain - Analytics Firm,"Excel, Data Reporting, Information Analysis, Data Mapping, Data Analyst...","Delhi NCR, Gurgaon",HuQuo Consulting,2018-08-23,Not disclosed
BlackRock Services India Pvt. Ltd.,2-5 yrs,"1-4 years of experience in the financial services sector, preferably at a top-tier asset manager, ...",https://www.naukri.com/job-listings-Analyst-Java-Developer-BlackRock-Services-India-Pvt-Ltd-Gurgaon-2-to-5-years-220818901730?src=jobsearchDesk&sid=15390171217928&xp=39&px=7,Analyst - Java Developer,"Java, Mybatis, Spring, Hibernate, J2Ee, NoSQL, Software Engineering...",Gurgaon,HR,2018-08-23,Not disclosed
